drug_name,drug_id,ind_name,ind_id,status,phase,DetailedStatus
Tetracycline,DB00759,Lymphogranuloma Venereum,C0024286,Approved,,
Tetracycline,DB00759,Relapsing Fever,C0035021,Approved,,
Tetracycline,DB00759,Acute gonococcal urethritis,C0275652,Approved,,
Tetracycline,DB00759,Gonorrhea,C0018081,Approved,,
Tetracycline,DB00759,Sinusitis,C0037199,Approved,,
Tetracycline,DB00759,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved,,
Tetracycline,DB00759,Rickettsialpox,C0035597,Approved,,
Tetracycline,DB00759,Pelvic Inflammatory Disease,C0242172,Approved,,
Tetracycline,DB00759,Actinomycosis,C0001261,Approved,,
Tetracycline,DB00759,Gonorrhea of pharynx,C0149966,Approved,,
Tetracycline,DB00759,Pneumonia,C0032285,Approved,,
Tetracycline,DB00759,Rocky Mountain Spotted Fever,C0035793,Approved,,
Tetracycline,DB00759,Chlamydia trachomatis infection of genital structure,C1997322,Approved,,
Tetracycline,DB00759,Ophthalmia Neonatorum,C0029076,Approved,,
Tetracycline,DB00759,Bacterial keratitis,C0854211,Approved,,
Tetracycline,DB00759,Psittacosis,C0029291,Approved,,
Tetracycline,DB00759,TYPHUS,C0041471,Approved,,
Tetracycline,DB00759,Acute gonococcal epididymo-orchitis,C0153193,Approved,,
Tetracycline,DB00759,Brucellosis,C0006309,Approved,,
Tetracycline,DB00759,Trachoma,C0040592,Approved,,
Tetracycline,DB00759,Bacterial conjunctivitis,C0009768,Approved,,
Tetracycline,DB00759,Urinary tract infection,C0042029,Approved,,
Tetracycline,DB00759,Syphilis,C0039128,Approved,,
Tetracycline,DB00759,Infective otitis media,C0729586,Approved,,
Tetracycline,DB00759,Pharyngitis,C0031350,Approved,,
Tetracycline,DB00759,Q Fever,C0034362,Approved,,
Tetracycline,DB00759,Acute gonococcal endometritis,C0153196,Approved,,
Tetracycline,DB00759,Granuloma Inguinale,C0018190,Approved,,
Tetracycline,DB00759,Gonorrhea of rectum,C0275665,Approved,,
Tetracycline,DB00759,Bronchitis,C0006277,Approved,,
Tetracycline,DB00759,Yaws,C0043388,Approved,,
Tetracycline,DB00759,Gingivostomatitis,C0149704,Approved,,
Tetracycline,DB00759,Acne Vulgaris,C0001144,Approved,,
Tetracycline,DB00759,Acute gonococcal cervicitis,C0153195,Approved,,
Meropenem,DB00760,Infection due to Pseudomonas aeruginosa,C0276075,Approved,,
Meropenem,DB00760,Complicated appendicitis,C1632842,Approved,,
Meropenem,DB00760,Meningococcal meningitis,C0025294,Approved,,
Meropenem,DB00760,Peritonitis,C0031154,Approved,,
Meropenem,DB00760,"Meningitis, Bacterial",C0085437,Approved,,
Meropenem,DB00760,"Meningitis, Pneumococcal",C0025295,Approved,,
Meropenem,DB00760,Streptococcal meningitis,C0154639,Approved,,
Meropenem,DB00760,Intraabdominal Infections,C1112209,Approved,,
Meropenem,DB00760,Abdominal Abscess,C0243001,Approved,,
Potassium Chloride,DB00761,Constipation,C0009806,Approved,,
Potassium Chloride,DB00761,Incomplete passage of stool,C0426639,Approved,,
Potassium Chloride,DB00761,Hypokalemia,C0020621,Approved,,
Irinotecan,DB00762,Metastasis from malignant tumor of colon,C1282500,Approved,,
Irinotecan,DB00762,Secondary malignant neoplasm of pancreas,C0346976,Approved,,
Methimazole,DB00763,Hyperthyroidism,C0020550,Approved,,
Mometasone,DB00764,Pruritus of genital organs,C0033777,Approved,,
Mometasone,DB00764,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved,,
Mometasone,DB00764,Lichen Simplex Chronicus,C0149922,Approved,,
Mometasone,DB00764,Seborrheic dermatitis,C0036508,Approved,,
Mometasone,DB00764,Asthma,C0004096,Approved,,
Mometasone,DB00764,Scalp psoriasis,C0406326,Approved,,
Mometasone,DB00764,Chronic small plaque psoriasis,C0406317,Approved,,
Mometasone,DB00764,Pruritus Ani,C0033775,Approved,,
Mometasone,DB00764,Allergic rhinitis (disorder),C2607914,Approved,,
Mometasone,DB00764,Exanthema,C0015230,Approved,,
Mometasone,DB00764,Contact Dermatitis,C0011616,Approved,,
Mometasone,DB00764,Allergic asthma,C0155877,Approved,,
Mometasone,DB00764,Granuloma Annulare,C0085074,Approved,,
Mometasone,DB00764,Intrinsic asthma,C0155880,Approved,,
Mometasone,DB00764,"Lupus Erythematosus, Discoid",C0024138,Approved,,
Metyrosine,DB00765,Pheochromocytoma,C0031511,Approved,,
Clavulanate,DB00766,Escherichia coli urinary tract infection,C0577708,Approved,,
Clavulanate,DB00766,Pneumonia due to Klebsiella pneumoniae,C0519030,Approved,,
Clavulanate,DB00766,Klebsiella cystitis,C0520775,Approved,,
Clavulanate,DB00766,Bacterial sepsis,C0684256,Approved,,
Clavulanate,DB00766,Bacterial infection due to Klebsiella pneumoniae,C0343402,Approved,,
Clavulanate,DB00766,Rhinoscleroma,C0035468,Approved,,
Clavulanate,DB00766,Streptococcal pneumonia,C0155862,Approved,,
Clavulanate,DB00766,Sepsis due to Staphylococcus aureus,C2887088,Approved,,
Clavulanate,DB00766,Haemophilus parainfluenzae pneumonia,C0877633,Approved,,
Clavulanate,DB00766,Osteomyelitis due to Staphylococcus aureus,C1997728,Approved,,
Clavulanate,DB00766,Bacterial urinary infection,C0729524,Approved,,
Clavulanate,DB00766,Acute bacterial sinusitis,C0275556,Approved,,
Clavulanate,DB00766,Pneumonia due to Staphylococcus aureus,C2349530,Approved,,
Clavulanate,DB00766,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved,,
Clavulanate,DB00766,Infective otitis media,C0729586,Approved,,
Clavulanate,DB00766,Moraxella catarrhalis pneumonia,C0857831,Approved,,
Clavulanate,DB00766,Sepsis due to Pseudomonas,C2887096,Approved,,
Clavulanate,DB00766,Escherichia coli septicemia,C0276088,Approved,,
Clavulanate,DB00766,Escherichia coli Infections,C0014836,Approved,,
Clavulanate,DB00766,Haemophilus influenzae pneumonia,C0276026,Approved,,
Clavulanate,DB00766,Staphylococcus aureus infection,C1318973,Approved,,
Clavulanate,DB00766,URINARY TRACT INFECTION CITROBACTER,C0749955,Approved,,
Clavulanate,DB00766,Urinary tract infection,C0042029,Approved,,
Clavulanate,DB00766,"Pneumonia, Bacterial",C0004626,Approved,,
Clavulanate,DB00766,Staphylococcal Pneumonia,C0032308,Approved,,
Olopatadine,DB00768,Allergic rhinitis (disorder),C2607914,Approved,,
Olopatadine,DB00768,Hay fever,C0018621,Approved,,
Olopatadine,DB00768,Allergic Conjunctivitis,C0009766,Approved,,
Alprostadil,DB00770,Congenital atresia of pulmonary valve,C0242855,Approved,,
Alprostadil,DB00770,Tricuspid Atresia,C0243002,Approved,,
Alprostadil,DB00770,Aortic coarctation,C0003492,Approved,,
Alprostadil,DB00770,Tetralogy of Fallot,C0039685,Approved,,
Alprostadil,DB00770,Erectile dysfunction,C0242350,Approved,,
Clidinium,DB00771,Irritable Bowel Syndrome,C0022104,Approved,,
Clidinium,DB00771,Enterocolitis,C0014356,Approved,,
Malathion,DB00772,Pediculus capitis infestation,C0030757,Approved,,
Etoposide,DB00773,Small cell carcinoma of lung,C0149925,Approved,,
Hydroflumethiazide,DB00774,Hypertensive disease,C0020538,Approved,,
Hydroflumethiazide,DB00774,Edema,C0013604,Approved,,
Tirofiban,DB00775,Non-Q wave myocardial infarction,C0542269,Approved,,
Tirofiban,DB00775,Acute Coronary Syndrome,C0948089,Approved,,
Oxcarbazepine,DB00776,Epilepsy characterized by intractable complex partial seizures,C2711653,Approved,,
Oxcarbazepine,DB00776,"Epilepsies, Partial",C0014547,Approved,,
Oxcarbazepine,DB00776,Simple Partial Seizures,C0234974,Approved,,
Phenelzine,DB00780,Depressive disorder,C0011581,Approved,,
Polymyxin B Sulfate,DB00781,Infective blepharitis,C0729587,Approved,,
Polymyxin B Sulfate,DB00781,Blepharoconjunctivitis,C0005743,Approved,,
Polymyxin B Sulfate,DB00781,Uveitis,C0042164,Approved,,
Polymyxin B Sulfate,DB00781,Corneal abrasion,C0010032,Approved,,
Polymyxin B Sulfate,DB00781,Urinary tract infection,C0042029,Approved,,
Polymyxin B Sulfate,DB00781,Bacterial conjunctivitis,C0009768,Approved,,
Polymyxin B Sulfate,DB00781,Otitis Externa,C0029878,Approved,,
Polymyxin B Sulfate,DB00781,Keratitis,C0022568,Approved,,
Polymyxin B Sulfate,DB00781,Bacterial keratitis,C0854211,Approved,,
Polymyxin B Sulfate,DB00781,Bacterial sepsis,C0684256,Approved,,
Propantheline,DB00782,Peptic Ulcer,C0030920,Approved,,
Estradiol,DB00783,Carcinoma breast stage IV,C0278488,Approved,,
Estradiol,DB00783,Atrophic Vaginitis,C0221392,Approved,,
Estradiol,DB00783,Urethral atrophy,C0520577,Approved,,
Estradiol,DB00783,Premenstrual Dysphoric Disorder,C0520676,Approved,,
Estradiol,DB00783,Acne Vulgaris,C0001144,Approved,,
Estradiol,DB00783,Atrophy of vulva,C0156393,Approved,,
Estradiol,DB00783,Female hypogonadism syndrome,C0271578,Approved,,
Estradiol,DB00783,Hot flushes,C0600142,Approved,,
Estradiol,DB00783,Metastatic Prostate Carcinoma,C0936223,Approved,,
Mefenamic acid,DB00784,Dysmenorrhea,C0013390,Approved,,
Mefenamic acid,DB00784,Pain,C0030193,Approved,,
Aciclovir,DB00787,Chickenpox,C0008049,Approved,,
Aciclovir,DB00787,Herpes simplex infection of skin,C0349719,Approved,,
Aciclovir,DB00787,Recurrent genital herpes simplex,C1274323,Approved,,
Aciclovir,DB00787,Herpes Labialis,C0019345,Approved,,
Aciclovir,DB00787,Herpes zoster disease,C0019360,Approved,,
Aciclovir,DB00787,Herpes encephalitis,C0276226,Approved,,
Aciclovir,DB00787,Herpes Simplex Infections,C0019348,Approved,,
Aciclovir,DB00787,Genital Herpes,C0019342,Approved,,
Aciclovir,DB00787,Recurrent herpes simplex labialis,C1274321,Approved,,
Naproxen,DB00788,Arthralgia,C0003862,Approved,,
Naproxen,DB00788,Rheumatoid Arthritis,C0003873,Approved,,
Naproxen,DB00788,Sinus headache,C0037195,Approved,,
Naproxen,DB00788,Dysmenorrhea,C0013390,Approved,,
Naproxen,DB00788,Rhinorrhea,C1260880,Approved,,
Naproxen,DB00788,Headache Disorders,C0393735,Approved,,
Naproxen,DB00788,Migraine Disorders,C0149931,Approved,,
Naproxen,DB00788,Degenerative polyarthritis,C0029408,Approved,,
Naproxen,DB00788,Fever,C0015967,Approved,,
Naproxen,DB00788,Bursitis,C0006444,Approved,,
Naproxen,DB00788,Myalgia,C0231528,Approved,,
Naproxen,DB00788,Pain,C0030193,Approved,,
Naproxen,DB00788,Gout,C0018099,Approved,,
Naproxen,DB00788,Tendinitis,C0039503,Approved,,
Naproxen,DB00788,Ankylosing spondylitis,C0038013,Approved,,
Naproxen,DB00788,Toothache,C0040460,Approved,,
Perindopril,DB00790,Hypertensive disease,C0020538,Approved,,
Uracil mustard,DB00791,"Lymphoma, Non-Hodgkin",C0024305,Approved,,
Uracil mustard,DB00791,Polycythemia Vera,C0032463,Approved,,
Uracil mustard,DB00791,"Myeloid Leukemia, Chronic",C0023473,Approved,,
Uracil mustard,DB00791,Chronic Lymphocytic Leukemia,C0023434,Approved,,
Tripelennamine,DB00792,Pruritus,C0033774,Approved,,
Tripelennamine,DB00792,Symptomatic dermographism,C0343065,Approved,,
Tripelennamine,DB00792,Allergic rhinitis (disorder),C2607914,Approved,,
Tripelennamine,DB00792,Rhinorrhea,C1260880,Approved,,
Tripelennamine,DB00792,Urticaria,C0042109,Approved,,
Tripelennamine,DB00792,"Rhinitis, Vasomotor",C0035460,Approved,,
Tripelennamine,DB00792,Nasal congestion (finding),C0027424,Approved,,
Tripelennamine,DB00792,Sneezing,C0037383,Approved,,
Tripelennamine,DB00792,Allergic Conjunctivitis,C0009766,Approved,,
Haloprogin,DB00793,Tinea cruris,C1384589,Approved,,
Haloprogin,DB00793,Tinea corporis (disorder),C0040252,Approved,,
Haloprogin,DB00793,Tinea Pedis,C0040259,Approved,,
Primidone,DB00794,Simple Partial Seizures,C0234974,Approved,,
Primidone,DB00794,Epilepsy characterized by intractable complex partial seizures,C2711653,Approved,,
Primidone,DB00794,Bipolar disorder in remission,C0270425,Approved,,
Primidone,DB00794,Epilepsy,C0014544,Approved,,
Primidone,DB00794,Tonic - clonic seizures,C0494475,Approved,,
Primidone,DB00794,Tonic-Clonic Epilepsy,C0014549,Approved,,
Primidone,DB00794,Lennox-Gastaut syndrome,C0238111,Approved,,
Primidone,DB00794,"Epilepsies, Partial",C0014547,Approved,,
Sulfasalazine,DB00795,Rheumatoid Arthritis,C0003873,Approved,,
Sulfasalazine,DB00795,Ulcerative Colitis,C0009324,Approved,,
Candesartan,DB00796,Hypertensive disease,C0020538,Approved,,
Candesartan,DB00796,Chronic heart failure,C0264716,Approved,,
Tolazoline,DB00797,Cerebrovascular Disorders,C0007820,Approved,,
Tolazoline,DB00797,Persistent Fetal Circulation Syndrome,C0031190,Approved,,
Tolazoline,DB00797,Vascular Diseases,C0042373,Approved,,
Gentamicin,DB00798,Pneumonia due to Escherichia coli,C0276089,Approved,,
Gentamicin,DB00798,Sepsis due to Gram negative bacteria,C3163829,Approved,,
Gentamicin,DB00798,Pseudomonas aeruginosa meningitis,C3665869,Approved,,
Gentamicin,DB00798,"Meningitis, Bacterial",C0085437,Approved,,
Gentamicin,DB00798,Serratia sepsis,C0152973,Approved,,
Gentamicin,DB00798,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved,,
Gentamicin,DB00798,Serratia Infections,C0085394,Approved,,
Gentamicin,DB00798,Pneumonia due to Pseudomonas,C0155860,Approved,,
Gentamicin,DB00798,Infection of bone,C2242472,Approved,,
Gentamicin,DB00798,Enterobacter pneumonia,C1096258,Approved,,
Gentamicin,DB00798,Bacterial sepsis,C0684256,Approved,,
Gentamicin,DB00798,Bacterial conjunctivitis,C0009768,Approved,,
Gentamicin,DB00798,Cholangitis,C0008311,Approved,,
Gentamicin,DB00798,Bacterial keratitis,C0854211,Approved,,
Gentamicin,DB00798,Rhinoscleroma,C0035468,Approved,,
Gentamicin,DB00798,"Pneumonia, Bacterial",C0004626,Approved,,
Gentamicin,DB00798,Escherichia coli septicemia,C0276088,Approved,,
Gentamicin,DB00798,Dacryocystitis,C0010930,Approved,,
Gentamicin,DB00798,Folliculitis,C0016436,Approved,,
Gentamicin,DB00798,Blepharoconjunctivitis,C0005743,Approved,,
Gentamicin,DB00798,Meibomianitis,C0549398,Approved,,
Gentamicin,DB00798,Sepsis due to Pseudomonas,C2887096,Approved,,
Gentamicin,DB00798,Peritonitis,C0031154,Approved,,
Gentamicin,DB00798,Neonatal meningitis,C0456107,Approved,,
Gentamicin,DB00798,Citrobacter sepsis,C1096254,Approved,,
Gentamicin,DB00798,Escherichia coli Infections,C0014836,Approved,,
Gentamicin,DB00798,Enterobacteriaceae Infections,C0014347,Approved,,
Gentamicin,DB00798,Infection due to Pseudomonas aeruginosa,C0276075,Approved,,
Gentamicin,DB00798,Neonatal pneumonia,C0339968,Approved,,
Gentamicin,DB00798,Arthropathy associated with infection,C0157749,Approved,,
Gentamicin,DB00798,Intraabdominal Infections,C1112209,Approved,,
Gentamicin,DB00798,Paronychia Inflammation,C0030578,Approved,,
Gentamicin,DB00798,Sepsis of the newborn,C0456103,Approved,,
Gentamicin,DB00798,Proteus septicemia,C0577690,Approved,,
Gentamicin,DB00798,Infective blepharitis,C0729587,Approved,,
Gentamicin,DB00798,Bacterial infection due to Klebsiella pneumoniae,C0343402,Approved,,
Gentamicin,DB00798,Proteus pneumonia,C1260917,Approved,,
Gentamicin,DB00798,Klebsiella sepsis,C0745528,Approved,,
Gentamicin,DB00798,Furunculosis,C0016867,Approved,,
Tazarotene,DB00799,Acne Vulgaris,C0001144,Approved,,
Tazarotene,DB00799,Psoriasis,C0033860,Approved,,
Tazarotene,DB00799,Facial hyperpigmentation,C2677857,Approved,,
Fenoldopam,DB00800,Hypertensive urgency,C0745138,Approved,,
Fenoldopam,DB00800,Malignant essential hypertension,C0024588,Approved,,
Halazepam,DB00801,Anxiety,C0003467,Approved,,
Colistin,DB00803,Pseudomonas aeruginosa infection,C0854135,Approved,,
Colistin,DB00803,Enterobacter infection,C0948205,Approved,,
Colistin,DB00803,Klebsiella Infections,C0022729,Approved,,
Colistin,DB00803,Otitis Externa,C0029878,Approved,,
Dicyclomine,DB00804,Irritable Bowel Syndrome,C0022104,Approved,,
Pentoxifylline,DB00806,Peripheral Vascular Diseases,C0085096,Approved,,
Indapamide,DB00808,Hypertensive disease,C0020538,Approved,,
Indapamide,DB00808,Edema,C0013604,Approved,,
Tropicamide,DB00809,Mydriasis,C0026961,Approved,,
Tropicamide,DB00809,Cycloplegia,C0235238,Approved,,
Biperiden,DB00810,Extrapyramidal Disorders,C0015371,Approved,,
Biperiden,DB00810,Parkinsonian Disorders,C0242422,Approved,,
Biperiden,DB00810,Parkinson Disease,C0030567,Approved,,
Biperiden,DB00810,"Parkinson Disease, Postencephalitic",C0030568,Approved,,
Ribavirin,DB00811,"Hepatitis C, Chronic",C0524910,Approved,,
Ribavirin,DB00811,Respiratory Syncytial Virus Infections,C0035235,Approved,,
Fentanyl,DB00813,Acute postoperative pain,C2215257,Approved,,
Fentanyl,DB00813,Pain,C0030193,Approved,,
Meloxicam,DB00814,Rheumatoid Arthritis,C0003873,Approved,,
Meloxicam,DB00814,Degenerative polyarthritis,C0029408,Approved,,
Orciprenaline,DB00816,Bronchitis,C0006277,Approved,,
Orciprenaline,DB00816,Pulmonary Emphysema,C0034067,Approved,,
Orciprenaline,DB00816,Asthma attack,C0347950,Approved,,
Orciprenaline,DB00816,Asthma,C0004096,Approved,,
Acetazolamide,DB00819,Malignant glaucoma,C0271152,Approved,,
Acetazolamide,DB00819,Absence Epilepsy,C0014553,Approved,,
Acetazolamide,DB00819,"Glaucoma, Open-Angle",C0017612,Approved,,
Acetazolamide,DB00819,Peripheral edema,C0085649,Approved,,
Acetazolamide,DB00819,Secondary glaucoma,C0149893,Approved,,
Acetazolamide,DB00819,Edema,C0013604,Approved,,
Acetazolamide,DB00819,Angle Closure Glaucoma,C0017605,Approved,,
Acetazolamide,DB00819,Altitude Sickness,C0002351,Approved,,
Tadalafil,DB00820,Pulmonary Hypertension,C0020542,Approved,,
Tadalafil,DB00820,Erectile dysfunction,C0242350,Approved,,
Tadalafil,DB00820,Prostatic Hypertrophy,C1739363,Approved,,
Disulfiram,DB00822,"Alcoholic Intoxication, Chronic",C0001973,Approved,,
Menthol,DB00825,Tinea Versicolor,C0040262,Approved,,
Menthol,DB00825,Skin irritation,C0152030,Approved,,
Menthol,DB00825,Pruritus,C0033774,Approved,,
Menthol,DB00825,Scurfiness of scalp,C0423775,Approved,,
Menthol,DB00825,Sprains and Strains,C0038048,Approved,,
Menthol,DB00825,Arthritic pains,C0857177,Approved,,
Menthol,DB00825,Mouth irritation,C0235339,Approved,,
Menthol,DB00825,Diaper Rash,C0011974,Approved,,
Menthol,DB00825,Back Pain,C0004604,Approved,,
Menthol,DB00825,Seborrheic dermatitis,C0036508,Approved,,
Natamycin,DB00826,Fungal conjunctivitis,C0339170,Approved,,
Natamycin,DB00826,Fungal keratitis,C1262117,Approved,,
Cinoxacin,DB00827,Urinary tract infection,C0042029,Approved,,
Fosfomycin,DB00828,Escherichia coli urinary tract infection,C0577708,Approved,,
Fosfomycin,DB00828,Urinary tract infection,C0042029,Approved,,
Fosfomycin,DB00828,URINARY TRACT INFECTION ENTEROCOCCUS,C0749958,Approved,,
Diazepam,DB00829,Alcohol Withdrawal Delirium,C0001957,Approved,,
Diazepam,DB00829,Status Epilepticus,C0038220,Approved,,
Diazepam,DB00829,Anxiety,C0003467,Approved,,
Diazepam,DB00829,Alcohol withdrawal syndrome,C0236663,Approved,,
Diazepam,DB00829,Muscle Spasticity,C0026838,Approved,,
Diazepam,DB00829,Tetanus,C0039614,Approved,,
Phenmetrazine,DB00830,Obesity,C0028754,Approved,,
Trifluoperazine,DB00831,Schizophrenia,C0036341,Approved,,
Trifluoperazine,DB00831,Anxiety,C0003467,Approved,,
Phensuximide,DB00832,Epilepsy,C0014544,Approved,,
Phensuximide,DB00832,Absence Epilepsy,C0014553,Approved,,
Cefaclor,DB00833,Acute Moraxella catarrhalis bronchitis,C0339932,Approved,,
Cefaclor,DB00833,Tonsillitis,C0040425,Approved,,
Cefaclor,DB00833,Streptococcal tonsillitis,C0275804,Approved,,
Cefaclor,DB00833,Upper Respiratory Infections,C0041912,Approved,,
Cefaclor,DB00833,Haemophilus influenzae pneumonia,C0276026,Approved,,
Cefaclor,DB00833,Pneumonia,C0032285,Approved,,
Cefaclor,DB00833,Lower respiratory tract infection,C0149725,Approved,,
Cefaclor,DB00833,Urinary tract infection,C0042029,Approved,,
Cefaclor,DB00833,Pharyngitis,C0031350,Approved,,
Cefaclor,DB00833,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved,,
Cefaclor,DB00833,Staphylococcus aureus infection,C1318973,Approved,,
Cefaclor,DB00833,Infective otitis media,C0729586,Approved,,
Mifepristone,DB00834,Unspecified Abortion,C0156543,Approved,,
Brompheniramine,DB00835,Allergic Conjunctivitis,C0009766,Approved,,
Brompheniramine,DB00835,Influenza-like symptoms,C0392171,Approved,,
Brompheniramine,DB00835,Allergic rhinitis (disorder),C2607914,Approved,,
Brompheniramine,DB00835,Hay fever,C0018621,Approved,,
Brompheniramine,DB00835,Urticaria,C0042109,Approved,,
Brompheniramine,DB00835,Pruritus,C0033774,Approved,,
Brompheniramine,DB00835,Symptomatic dermographism,C0343065,Approved,,
Brompheniramine,DB00835,Rhinorrhea,C1260880,Approved,,
Brompheniramine,DB00835,"Rhinitis, Vasomotor",C0035460,Approved,,
Loperamide,DB00836,Traveler's diarrhea,C0277528,Approved,,
Loperamide,DB00836,Diarrhea,C0011991,Approved,,
Clocortolone,DB00838,Scalp psoriasis,C0406326,Approved,,
Clocortolone,DB00838,Seborrheic dermatitis,C0036508,Approved,,
Clocortolone,DB00838,Pruritus Ani,C0033775,Approved,,
Clocortolone,DB00838,Lichen Simplex Chronicus,C0149922,Approved,,
Clocortolone,DB00838,Contact Dermatitis,C0011616,Approved,,
Clocortolone,DB00838,Chronic small plaque psoriasis,C0406317,Approved,,
Clocortolone,DB00838,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved,,
Clocortolone,DB00838,Pruritus of genital organs,C0033777,Approved,,
Clocortolone,DB00838,"Lupus Erythematosus, Discoid",C0024138,Approved,,
Clocortolone,DB00838,Exanthema,C0015230,Approved,,
Clocortolone,DB00838,Granuloma Annulare,C0085074,Approved,,
Tolazamide,DB00839,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved,,
Dobutamine,DB00841,"Shock, Cardiogenic",C0036980,Approved,,
Dobutamine,DB00841,Decompensated cardiac failure,C0581377,Approved,,
Dobutamine,DB00841,Heart Decompensation,C1961112,Approved,,
Oxazepam,DB00842,Anxiety,C0003467,Approved,,
Oxazepam,DB00842,Alcohol Withdrawal Delirium,C0001957,Approved,,
Donepezil,DB00843,Alzheimer's Disease,C0002395,Approved,,
Nalbuphine,DB00844,Pain,C0030193,Approved,,
Nalbuphine,DB00844,Labor Pain,C0474368,Approved,,
Clofazimine,DB00845,Dapsone resistant mycobacterium leprae disease,C1563054,Approved,,
Clofazimine,DB00845,Pyoderma Gangrenosum,C0085652,Approved,,
Clofazimine,DB00845,Erythema nodosum leprosum,C0343467,Approved,,
Clofazimine,DB00845,Leprosy,C0023343,Approved,,
Clofazimine,DB00845,"Leprosy, Multibacillary",C1562585,Approved,,
Flurandrenolide,DB00846,"Lupus Erythematosus, Discoid",C0024138,Approved,,
Flurandrenolide,DB00846,Pruritus of genital organs,C0033777,Approved,,
Flurandrenolide,DB00846,Chronic small plaque psoriasis,C0406317,Approved,,
Flurandrenolide,DB00846,Scalp psoriasis,C0406326,Approved,,
Flurandrenolide,DB00846,Exanthema,C0015230,Approved,,
Flurandrenolide,DB00846,Contact Dermatitis,C0011616,Approved,,
Flurandrenolide,DB00846,Granuloma Annulare,C0085074,Approved,,
Flurandrenolide,DB00846,Lichen Simplex Chronicus,C0149922,Approved,,
Flurandrenolide,DB00846,Seborrheic dermatitis,C0036508,Approved,,
Flurandrenolide,DB00846,Pruritus Ani,C0033775,Approved,,
Flurandrenolide,DB00846,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved,,
Flurandrenolide,DB00846,"Dermatitis, Atopic",C0011615,Approved,,
Cysteamine,DB00847,Nephropathic cystinosis,C2931187,Approved,,
Methylphenobarbital,DB00849,apprehension,C0233485,Approved,,
Methylphenobarbital,DB00849,Tonic-Clonic Epilepsy,C0014549,Approved,,
Methylphenobarbital,DB00849,Tension,C0233494,Approved,,
Methylphenobarbital,DB00849,Epilepsy,C0014544,Approved,,
Methylphenobarbital,DB00849,Anxiety,C0003467,Approved,,
Perphenazine,DB00850,Nausea and vomiting,C0027498,Approved,,
Perphenazine,DB00850,Schizophrenia,C0036341,Approved,,
Perphenazine,DB00850,Mixed anxiety and depressive disorder,C0338908,Approved,,
Dacarbazine,DB00851,Hodgkin Disease,C0019829,Approved,,
Dacarbazine,DB00851,"Malignant melanoma, metastatic",C0860594,Approved,,
Pseudoephedrine,DB00852,Headache Disorders,C0393735,Approved,,
Pseudoephedrine,DB00852,Nasal congestion (finding),C0027424,Approved,,
Pseudoephedrine,DB00852,Rhinorrhea,C1260880,Approved,,
Pseudoephedrine,DB00852,Allergic Conjunctivitis,C0009766,Approved,,
Pseudoephedrine,DB00852,Hay fever,C0018621,Approved,,
Pseudoephedrine,DB00852,"Rhinitis, Vasomotor",C0035460,Approved,,
Pseudoephedrine,DB00852,Allergic rhinitis (disorder),C2607914,Approved,,
Pseudoephedrine,DB00852,Influenza-like symptoms,C0392171,Approved,,
Pseudoephedrine,DB00852,Sinus headache,C0037195,Approved,,
Pseudoephedrine,DB00852,Rhinitis,C0035455,Approved,,
Pseudoephedrine,DB00852,Common Cold,C0009443,Approved,,
Temozolomide,DB00853,Anaplastic astrocytoma,C0334579,Approved,,
Temozolomide,DB00853,Glioblastoma multiforme of brain,C0349543,Approved,,
Levorphanol,DB00854,Pain,C0030193,Approved,,
Aminolevulinic acid,DB00855,Actinic keratosis,C0022602,Approved,,
Chlorphenesin,DB00856,Muscle Spasticity,C0026838,Approved,,
Terbinafine,DB00857,Onychomycosis,C0040261,Approved,,
Terbinafine,DB00857,Tinea Pedis,C0040259,Approved,,
Terbinafine,DB00857,Tinea Versicolor,C0040262,Approved,,
Terbinafine,DB00857,Onychomycosis of toenails,C1274470,Approved,,
Terbinafine,DB00857,Tinea Capitis,C0040250,Approved,,
Terbinafine,DB00857,Tinea cruris,C1384589,Approved,,
Terbinafine,DB00857,Onychomycosis of fingernails,C1274469,Approved,,
Terbinafine,DB00857,Tinea corporis (disorder),C0040252,Approved,,
Drostanolone,DB00858,Corneal Ulcer,C0010043,Approved,,
Drostanolone,DB00858,Iritis,C0022081,Approved,,
Drostanolone,DB00858,Rosacea,C0035854,Approved,,
Drostanolone,DB00858,"Anemia, Diamond-Blackfan",C1260899,Approved,,
Drostanolone,DB00858,Uveitis,C0042164,Approved,,
Drostanolone,DB00858,Aplastic Anemia,C0002874,Approved,,
Drostanolone,DB00858,Punctate keratopathy,C0423234,Approved,,
Drostanolone,DB00858,Iridocyclitis,C0022073,Approved,,
Drostanolone,DB00858,Allergic Conjunctivitis,C0009766,Approved,,
Drostanolone,DB00858,Herpes zoster keratitis,C1275687,Approved,,
Drostanolone,DB00858,Corneal abrasion,C0010032,Approved,,
Drostanolone,DB00858,Cyclitis,C0010543,Approved,,
Drostanolone,DB00858,Hypoplastic anemia,C0178416,Approved,,
