drug_name,drug_id,ind_name,ind_id,status,phase,DetailedStatus
Magnesium Sulfate,DB00653,Severe pre-eclampsia,C0341950,Approved,,
Nafarelin,DB00666,Precocious Puberty,C0034013,Approved,,
Epinephrine,DB00668,anaphylaxis,C0002792,Approved,,
Epinephrine,DB00668,Dyspnea,C0013404,Approved,,
Epinephrine,DB00668,Wheezing,C0043144,Approved,,
Galantamine,DB00674,Alzheimer's Disease,C0002395,Approved,,
Tamoxifen,DB00675,Invasive Ductal Breast Carcinoma,C1134719,Approved,,
Losartan,DB00678,Diabetic Nephropathy,C0011881,Approved,,
Thioridazine,DB00679,Treatment-resistant schizophrenia,C3544321,Approved,,
Amphotericin B,DB00681,Rhinocerebral phycomycosis,C1636205,Approved,,
Amphotericin B,DB00681,Coccidioidomycosis,C0009186,Approved,,
Amphotericin B,DB00681,Fungal infection of lung,C0151874,Approved,,
Amphotericin B,DB00681,"Meningitis, Fungal",C0085438,Approved,,
Amphotericin B,DB00681,Histoplasmosis,C0019655,Approved,,
Amphotericin B,DB00681,Mucormycosis,C0026718,Approved,,
Amphotericin B,DB00681,Pulmonary cryptococcosis,C0276688,Approved,,
Amphotericin B,DB00681,"Leishmaniasis, Visceral",C0023290,Approved,,
Amphotericin B,DB00681,Septicemia candida,C0349009,Approved,,
Amphotericin B,DB00681,Fungal septicemia,C2960008,Approved,,
Amphotericin B,DB00681,Infection by Cryptococcus neoformans,C0010414,Approved,,
Amphotericin B,DB00681,Blastomycosis,C0005716,Approved,,
Amphotericin B,DB00681,Candidal meningitis,C0153256,Approved,,
Amphotericin B,DB00681,Candidal endocarditis,C0153254,Approved,,
Amphotericin B,DB00681,Disseminated sporotrichosis,C0276725,Approved,,
Amphotericin B,DB00681,Mycotic endocarditis,C0276648,Approved,,
Amphotericin B,DB00681,Leishmaniasis,C0023281,Approved,,
Amphotericin B,DB00681,Urinary tract infection fungal,C0877131,Approved,,
Warfarin,DB00682,Thrombosis,C0040053,Approved,,
Warfarin,DB00682,Thromboembolism,C0040038,Approved,,
Warfarin,DB00682,Cerebral Embolism,C0007780,Approved,,
Midazolam,DB00683,Agitation,C0085631,Approved,,
Tobramycin,DB00684,Keratoconjunctivitis,C0022573,Approved,,
Trovafloxacin,DB00685,Endomyometritis,C0269050,Approved,,
Trovafloxacin,DB00685,Female pelvic cellulitis,C0349734,Approved,,
Trovafloxacin,DB00685,Miscarriage with sepsis,C0269398,Approved,,
Trovafloxacin,DB00685,Postnatal infection,C1278797,Approved,,
Pentosan Polysulfate,DB00686,Bladder pain,C0232849,Approved,,
Phentolamine,DB00692,Hypertensive emergency,C0745136,Approved,,
Phentolamine,DB00692,Pheochromocytoma,C0031511,Approved,,
Phentolamine,DB00692,Cerebral Ischemia,C0917798,Approved,,
Phentolamine,DB00692,Paroxysmal hypertension,C0221154,Approved,,
Daunorubicin,DB00694,Acute monocytic leukemia,C0023465,Approved,,
Daunorubicin,DB00694,Acute Erythroblastic Leukemia,C0023440,Approved,,
Furosemide,DB00695,Acute pulmonary edema,C0155919,Approved,,
Tizanidine,DB00697,Muscle spasticity of spinal origin,C1562430,Approved,,
Methazolamide,DB00703,Angle Closure Glaucoma,C0017605,Approved,,
Methazolamide,DB00703,Secondary glaucoma,C0149893,Approved,,
Porfimer,DB00707,Malignant neoplasm of esophagus,C0546837,Approved,,
Sufentanil,DB00708,"Pain, Postoperative",C0030201,Approved,,
Ibandronate,DB00710,Hypercalcemia,C0020437,Approved,,
Diethylcarbamazine,DB00711,Eosinophilic Pneumonia,C1527407,Approved,,
Diethylcarbamazine,DB00711,Filarial Elephantiases,C0013884,Approved,,
Diethylcarbamazine,DB00711,Loiasis,C0023968,Approved,,
Diethylcarbamazine,DB00711,Onchocerciasis,C0029001,Approved,,
Diethylcarbamazine,DB00711,Elephantiasis,C0013882,Approved,,
Oxacillin,DB00713,Staphylococcal Infections,C0038160,Approved,,
Paroxetine,DB00715,Post-Traumatic Stress Disorder,C0038436,Approved,,
Norethisterone,DB00717,Secondary physiologic amenorrhea,C0232940,Approved,,
Norethisterone,DB00717,Metrorrhagia,C0025874,Approved,,
Imiquimod,DB00724,Condylomata Acuminata,C0009663,Approved,,
Imiquimod,DB00724,Superficial basal cell carcinoma,C0862889,Approved,,
Imiquimod,DB00724,Common wart,C0043037,Approved,,
Nitroglycerin,DB00727,Perioperative hypertension,C3661921,Approved,,
Thiabendazole,DB00730,"Larva Migrans, Cutaneous",C0546999,Approved,,
Thiabendazole,DB00730,Infection by Uncinaria,C0041648,Approved,,
Thiabendazole,DB00730,Toxocariasis,C0040553,Approved,,
Thiabendazole,DB00730,Enterobiasis,C0086227,Approved,,
Thiabendazole,DB00730,Ascariasis,C0003950,Approved,,
Thiabendazole,DB00730,Infection by Trichuris trichiura,C0040954,Approved,,
Thiabendazole,DB00730,Strongyloidiasis,C0038463,Approved,,
Pralidoxime,DB00733,Organophosphate poisoning,C0700359,Approved,,
Risperidone,DB00734,Autistic Disorder,C0004352,Approved,,
Pentamidine,DB00738,African Trypanosomiasis,C0041228,Approved,,
Riluzole,DB00740,Amyotrophic Lateral Sclerosis,C0002736,Approved,,
Hydrocortisone,DB00741,Itching of ear,C0849907,Approved,,
Hydrocortisone,DB00741,Chronic ulcerative proctitis,C2937222,Approved,,
Hydrocortisone,DB00741,Gingival Diseases,C0017563,Approved,,
Mannitol,DB00742,Pseudotumor Cerebri,C0033845,Approved,,
Deferoxamine,DB00746,Chronic iron overload,C1739382,Approved,,
Deferoxamine,DB00746,Poisoning by iron AND/OR its compounds,C0412842,Approved,,
Scopolamine,DB00747,Posterior synechiae,C0152253,Approved,,
Scopolamine,DB00747,Cycloplegia,C0235238,Approved,,
Tretinoin,DB00755,Hyperkeratosis,C0870082,Approved,,
Tretinoin,DB00755,Senile lentigo,C0036651,Approved,,
Clopidogrel,DB00758,Acute ST segment elevation myocardial infarction (disorder),C1303258,Approved,,
Clopidogrel,DB00758,Non-Q wave myocardial infarction,C0542269,Approved,,
Clopidogrel,DB00758,Cerebral Embolism,C0007780,Approved,,
Meropenem,DB00760,Complicated appendicitis,C1632842,Approved,,
Irinotecan,DB00762,Secondary malignant neoplasm of pancreas,C0346976,Approved,,
Metyrosine,DB00765,Pheochromocytoma,C0031511,Approved,,
Alprostadil,DB00770,Congenital atresia of pulmonary valve,C0242855,Approved,,
Alprostadil,DB00770,Tricuspid Atresia,C0243002,Approved,,
Alprostadil,DB00770,Aortic coarctation,C0003492,Approved,,
Alprostadil,DB00770,Tetralogy of Fallot,C0039685,Approved,,
Clidinium,DB00771,Enterocolitis,C0014356,Approved,,
Tirofiban,DB00775,Non-Q wave myocardial infarction,C0542269,Approved,,
Estradiol,DB00783,Urethral atrophy,C0520577,Approved,,
Aciclovir,DB00787,Chickenpox,C0008049,Approved,,
Aciclovir,DB00787,Herpes simplex infection of skin,C0349719,Approved,,
Aciclovir,DB00787,Herpes encephalitis,C0276226,Approved,,
Aciclovir,DB00787,Herpes Simplex Infections,C0019348,Approved,,
Aciclovir,DB00787,Genital Herpes,C0019342,Approved,,
Naproxen,DB00788,Myalgia,C0231528,Approved,,
Uracil mustard,DB00791,Polycythemia Vera,C0032463,Approved,,
Tolazoline,DB00797,Cerebrovascular Disorders,C0007820,Approved,,
Tolazoline,DB00797,Vascular Diseases,C0042373,Approved,,
Gentamicin,DB00798,Pseudomonas aeruginosa meningitis,C3665869,Approved,,
Gentamicin,DB00798,Folliculitis,C0016436,Approved,,
Gentamicin,DB00798,Citrobacter sepsis,C1096254,Approved,,
Gentamicin,DB00798,Paronychia Inflammation,C0030578,Approved,,
Gentamicin,DB00798,Klebsiella sepsis,C0745528,Approved,,
Gentamicin,DB00798,Furunculosis,C0016867,Approved,,
Tazarotene,DB00799,Facial hyperpigmentation,C2677857,Approved,,
Fenoldopam,DB00800,Malignant essential hypertension,C0024588,Approved,,
Colistin,DB00803,Pseudomonas aeruginosa infection,C0854135,Approved,,
Colistin,DB00803,Enterobacter infection,C0948205,Approved,,
Colistin,DB00803,Klebsiella Infections,C0022729,Approved,,
Tropicamide,DB00809,Cycloplegia,C0235238,Approved,,
Ribavirin,DB00811,Respiratory Syncytial Virus Infections,C0035235,Approved,,
Acetazolamide,DB00819,Malignant glaucoma,C0271152,Approved,,
Acetazolamide,DB00819,Peripheral edema,C0085649,Approved,,
Acetazolamide,DB00819,Secondary glaucoma,C0149893,Approved,,
Acetazolamide,DB00819,Angle Closure Glaucoma,C0017605,Approved,,
Acetazolamide,DB00819,Altitude Sickness,C0002351,Approved,,
Natamycin,DB00826,Fungal conjunctivitis,C0339170,Approved,,
Natamycin,DB00826,Fungal keratitis,C1262117,Approved,,
Diazepam,DB00829,Alcohol Withdrawal Delirium,C0001957,Approved,,
Diazepam,DB00829,Alcohol withdrawal syndrome,C0236663,Approved,,
Diazepam,DB00829,Tetanus,C0039614,Approved,,
Dobutamine,DB00841,"Shock, Cardiogenic",C0036980,Approved,,
Dobutamine,DB00841,Heart Decompensation,C1961112,Approved,,
Oxazepam,DB00842,Alcohol Withdrawal Delirium,C0001957,Approved,,
Donepezil,DB00843,Alzheimer's Disease,C0002395,Approved,,
Clofazimine,DB00845,Dapsone resistant mycobacterium leprae disease,C1563054,Approved,,
Clofazimine,DB00845,Pyoderma Gangrenosum,C0085652,Approved,,
Clofazimine,DB00845,Erythema nodosum leprosum,C0343467,Approved,,
Clofazimine,DB00845,Leprosy,C0023343,Approved,,
Clofazimine,DB00845,"Leprosy, Multibacillary",C1562585,Approved,,
Cysteamine,DB00847,Nephropathic cystinosis,C2931187,Approved,,
Methylphenobarbital,DB00849,apprehension,C0233485,Approved,,
Methylphenobarbital,DB00849,Tension,C0233494,Approved,,
Temozolomide,DB00853,Glioblastoma multiforme of brain,C0349543,Approved,,
Terbinafine,DB00857,Tinea Capitis,C0040250,Approved,,
Terbinafine,DB00857,Onychomycosis of fingernails,C1274469,Approved,,
Drostanolone,DB00858,Hypoplastic anemia,C0178416,Approved,,
Penicillamine,DB00859,Hepatolenticular Degeneration,C0019202,Approved,,
Penicillamine,DB00859,Cystinuria,C0010691,Approved,,
Prednisolone,DB00860,"Ophthalmia, Sympathetic",C0029077,Approved,,
Prednisolone,DB00860,Eosinophilic Pneumonia,C1527407,Approved,,
Prednisolone,DB00860,Sjogren's Syndrome,C1527336,Approved,,
Prednisolone,DB00860,Stevens-Johnson Syndrome,C0038325,Approved,,
Prednisolone,DB00860,Ocular Rosacea,C0406486,Approved,,
Prednisolone,DB00860,Giant Cell Arteritis,C0039483,Approved,,
Prednisolone,DB00860,"Aspergillosis, Allergic Bronchopulmonary",C0004031,Approved,,
Prednisolone,DB00860,Extrinsic allergic alveolitis,C0002390,Approved,,
Prednisolone,DB00860,Polymyalgia Rheumatica,C0032533,Approved,,
Prednisolone,DB00860,Pulmonary Fibrosis,C0034069,Approved,,
Tacrolimus,DB00864,Liver transplant rejection,C0400968,Approved,,
Ritodrine,DB00867,Premature Obstetric Labor,C0022876,Approved,,
Conivaptan,DB00872,Hyponatremia,C0020625,Approved,,
Loteprednol,DB00873,Herpes zoster keratoconjunctivitis,C0153027,Approved,,
Loteprednol,DB00873,Ocular Rosacea,C0406486,Approved,,
Sirolimus,DB00877,Pulmonary lymphangioleiomyomatosis,C0349649,Approved,,
Chlorhexidine,DB00878,Gingivitis,C0017574,Approved,,
Clomifene,DB00882,Female infertility,C0021361,Approved,,
Mechlorethamine,DB00888,Malignant pericardial effusion,C0220655,Approved,,
Mechlorethamine,DB00888,"Pleural Effusion, Malignant",C0080032,Approved,,
Mechlorethamine,DB00888,Malignant ascites,C0220656,Approved,,
Dienestrol,DB00890,Dyspareunia,C1384606,Approved,,
Bimatoprost,DB00905,Hypertrichosis of eyelid,C0155213,Approved,,
Quinidine,DB00908,Pseudobulbar affect,C2316460,Approved,,
Tinidazole,DB00911,Acute amebiasis,C0152499,Approved,,
Tinidazole,DB00911,Trichomonas Infections,C0040921,Approved,,
Tinidazole,DB00911,Bacterial Vaginosis,C0085166,Approved,,
Tinidazole,DB00911,"Liver Abscess, Amebic",C0023886,Approved,,
Amantadine,DB00915,Influenza due to Influenza A virus,C2711180,Approved,,
Metronidazole,DB00916,"Liver Abscess, Amebic",C0023886,Approved,,
Metronidazole,DB00916,Bacteroides empyema,C2062454,Approved,,
Metronidazole,DB00916,Infection due to anaerobic bacteria,C0854328,Approved,,
Metronidazole,DB00916,Acute amebiasis,C0152499,Approved,,
Metronidazole,DB00916,Trichomonas Infections,C0040921,Approved,,
Metronidazole,DB00916,Liver Abscess,C0023885,Approved,,
Metronidazole,DB00916,Tubo-ovarian abscess,C0041343,Approved,,
Metronidazole,DB00916,Bacterial Vaginosis,C0085166,Approved,,
Metronidazole,DB00916,Brain Abscess,C0006105,Approved,,
Metronidazole,DB00916,Meningitis due to Bacteroides,C0865436,Approved,,
Dinoprostone,DB00917,"Hydatidiform mole, benign",C0549315,Approved,,
Dinoprostone,DB00917,Incomplete spontaneous abortion,C0000810,Approved,,
Levosimendan,DB00922,Congestive heart failure,C0018802,Approved,,
Phenoxybenzamine,DB00925,Pheochromocytoma,C0031511,Approved,,
Methacycline,DB00931,Bacterial enteritis,C0152516,Approved,,
Salicylic acid,DB00936,Hyperkeratosis,C0870082,Approved,,
Salicylic acid,DB00936,Plantar wart,C0042548,Approved,,
Salicylic acid,DB00936,Greasy skin,C0234925,Approved,,
Salicylic acid,DB00936,Disorder of keratinization,C0475811,Approved,,
Salicylic acid,DB00936,Corns and callus,C0157726,Approved,,
Methantheline,DB00940,Urinary Incontinence,C0042024,Approved,,
Phenprocoumon,DB00946,Thrombosis,C0040053,Approved,,
Phenprocoumon,DB00946,Thromboembolism,C0040038,Approved,,
Methylprednisolone,DB00959,"Rhinitis, Allergic, Perennial",C0035457,Approved,,
Zaleplon,DB00962,Initial insomnia,C0393760,Approved,,
Apraclonidine,DB00964,Cerebrovascular Occlusion,C0596298,Approved,,
Desloratadine,DB00967,Allergic urticaria,C0149526,Approved,,
Dactinomycin,DB00970,Gestational Trophoblastic Neoplasms,C1135868,Approved,,
Dactinomycin,DB00970,Nephroblastoma,C0027708,Approved,,
Dactinomycin,DB00970,Rhabdomyosarcoma,C0035412,Approved,,
Ezetimibe,DB00973,Sitosterolemia,C0342907,Approved,,
Edetic Acid,DB00974,Accidental poisoning by lead and its compounds and fumes,C0261486,Approved,,
Edetic Acid,DB00974,Hypercalcemia,C0020437,Approved,,
Dipyridamole,DB00975,Platelet aggregation inhibition,C0919737,Approved,,
Cyclopentolate,DB00979,Cycloplegia,C0235238,Approved,,
Ramelteon,DB00980,Initial insomnia,C0393760,Approved,,
Physostigmine,DB00981,anticholinergic toxicity,C0237996,Approved,,
Glycopyrronium,DB00986,Sialorrhea,C0037036,Approved,,
Cytarabine,DB00987,Meningeal Leukemia,C0948840,Approved,,
Cytarabine,DB00987,Metastatic Malignant Neoplasm to the Leptomeninges,C1704231,Approved,,
Dopamine,DB00988,Low Cardiac Output Syndrome,C0600177,Approved,,
Rivastigmine,DB00989,Alzheimer's Disease,C0002395,Approved,,
Rivastigmine,DB00989,Dementia associated with Parkinson's Disease,C1828079,Approved,,
Neomycin,DB00994,Hepatic Coma,C0019147,Approved,,
Doxorubicin,DB00997,Osteosarcoma of bone,C0585442,Approved,,
Doxorubicin,DB00997,AIDS with Kaposi's sarcoma,C0276535,Approved,,
Doxorubicin,DB00997,Nephroblastoma,C0027708,Approved,,
Doxorubicin,DB00997,Malignant neoplasm of stomach stage IV,C0278498,Approved,,
Doxorubicin,DB00997,Malignant neoplasm of thyroid,C0007115,Approved,,
Cromoglicic acid,DB01003,"Conjunctivitis, Giant Papillary",C0009769,Approved,,
Cromoglicic acid,DB01003,"Conjunctivitis, Vernal",C0009773,Approved,,
Cromoglicic acid,DB01003,Allergic keratoconjunctivitis,C1112631,Approved,,
Cromoglicic acid,DB01003,"Keratoconjunctivitis, Vernal",C0022577,Approved,,
Ganciclovir,DB01004,"Keratitis, Dendritic",C0022570,Approved,,
Ganciclovir,DB01004,Cytomegalovirus Retinitis,C0206178,Approved,,
Hydroxyurea,DB01005,Hemoglobin SS disease with crisis,C0238425,Approved,,
Hydroxyurea,DB01005,"Anemia, Sickle Cell",C0002895,Approved,,
Clobetasol propionate,DB01013,Scalp Dermatoses,C0036271,Approved,,
Clobetasol propionate,DB01013,Nummular eczema,C0085656,Approved,,
Sulfamethoxazole,DB01015,Toxoplasmosis,C0040558,Approved,,
Sulfamethoxazole,DB01015,Nocardia Infections,C0028242,Approved,,
Minocycline,DB01017,Infection by Campylobacter fetus,C0275979,Approved,,
Minocycline,DB01017,Plague,C0032064,Approved,,
Minocycline,DB01017,Cholera,C0008354,Approved,,
Minocycline,DB01017,Meningococcus carrier,C0421162,Approved,,
Minocycline,DB01017,Bartonella Infections,C0004771,Approved,,
Phylloquinone,DB01022,Factor II deficiency,C3203356,Approved,,
Ketoconazole,DB01026,Coccidioidomycosis,C0009186,Approved,,
Ketoconazole,DB01026,Chromoblastomycosis,C0008582,Approved,,
Ketoconazole,DB01026,Histoplasmosis,C0019655,Approved,,
Ketoconazole,DB01026,Paracoccidioidomycosis,C0030409,Approved,,
Ketoconazole,DB01026,Blastomycosis,C0005716,Approved,,
Ketoconazole,DB01026,Adrenal Gland Hyperfunction,C0001622,Approved,,
Irbesartan,DB01029,Diabetic Nephropathy,C0011881,Approved,,
Topotecan,DB01030,Malignant tumor of cervix,C0007847,Approved,,
Probenecid,DB01032,Chronic gouty arthritis,C0268108,Approved,,
Fenofibrate,DB01039,Hypoalphalipoproteinemias,C0473527,Approved,,
Thalidomide,DB01041,Erythema nodosum leprosum,C0343467,Approved,,
Rifampicin,DB01045,Meningococcus carrier,C0421162,Approved,,
Lubiprostone,DB01046,Chronic idiopathic constipation,C0267509,Approved,,
Lubiprostone,DB01046,Irritable bowel syndrome characterized by constipation,C1868889,Approved,,
Ergoloid mesylate,DB01049,Dementia,C0497327,Approved,,
Benzylpenicillin,DB01053,Septicemia due to enterococcus,C0588233,Approved,,
Benzylpenicillin,DB01053,Streptococcal toxic shock syndrome,C0343532,Approved,,
Benzylpenicillin,DB01053,Botulism,C0006057,Approved,,
Benzylpenicillin,DB01053,Gonococcal joint infection,C0153216,Approved,,
Benzylpenicillin,DB01053,"Syphilis, Congenital",C0039131,Approved,,
Benzylpenicillin,DB01053,Neurosyphilis,C0027927,Approved,,
Benzylpenicillin,DB01053,"Syphilis, secondary",C0149985,Approved,,
Benzylpenicillin,DB01053,Pasteurella Infections,C0030636,Approved,,
Benzylpenicillin,DB01053,Infection by Pasteurella multocida,C1260911,Approved,,
Benzylpenicillin,DB01053,Abdominal actinomycosis,C0001263,Approved,,
Benzylpenicillin,DB01053,Latent yaws,C0153240,Approved,,
Benzylpenicillin,DB01053,Tetanus,C0039614,Approved,,
Benzylpenicillin,DB01053,Infection due to Erysipelothrix rhusiopathiae (disorder),C1276801,Approved,,
Benzylpenicillin,DB01053,Cutaneous anthrax,C0003177,Approved,,
Benzylpenicillin,DB01053,Late latent syphilis,C1260915,Approved,,
Benzylpenicillin,DB01053,Listerial endocarditis,C0348868,Approved,,
Benzylpenicillin,DB01053,Rat-Bite Fever,C0034686,Approved,,
Benzylpenicillin,DB01053,"Syphilis, Latent",C0039133,Approved,,
Benzylpenicillin,DB01053,Pulmonary actinomycosis,C0275566,Approved,,
Benzylpenicillin,DB01053,Anthrax sepsis,C0152946,Approved,,
Benzylpenicillin,DB01053,Pinta,C0031946,Approved,,
Benzylpenicillin,DB01053,Bejel,C0004945,Approved,,
Benzylpenicillin,DB01053,"Pneumonia, Necrotizing",C0264515,Approved,,
Benzylpenicillin,DB01053,Cervicofacial actinomycosis,C0001264,Approved,,
Benzylpenicillin,DB01053,Lung Abscess,C0024110,Approved,,
Benzylpenicillin,DB01053,"Syphilis, tertiary",C0153188,Approved,,
Benzylpenicillin,DB01053,Primary genital syphilis,C0017418,Approved,,
Benzylpenicillin,DB01053,"Early latent syphilis, positive serology, negative cerebrospinal fluid, less than 2 years after infection",C0275842,Approved,,
Benzylpenicillin,DB01053,Bacterial Endocarditis,C0014121,Approved,,
Benzylpenicillin,DB01053,Gas gangrene caused by clostridium perfringens,C0343500,Approved,,
Benzylpenicillin,DB01053,"Meningitis, Listeria",C0025293,Approved,,
Benzylpenicillin,DB01053,Gastrointestinal anthrax,C0152945,Approved,,
Benzylpenicillin,DB01053,Tertiary lesion of yaws,C0343833,Approved,,
Benzylpenicillin,DB01053,Meningococcemia,C0025306,Approved,,
Echothiophate,DB01057,Glaucoma,C0017601,Approved,,
Echothiophate,DB01057,Esotropia,C0014877,Approved,,
Echothiophate,DB01057,Stargardt's disease,C0271093,Approved,,
Praziquantel,DB01058,Opisthorchiasis,C0029106,Approved,,
Praziquantel,DB01058,Schistosomiasis,C0036323,Approved,,
Norfloxacin,DB01059,Female pelvic cellulitis,C0349734,Approved,,
Norfloxacin,DB01059,Miscarriage with sepsis,C0269398,Approved,,
Norfloxacin,DB01059,Postnatal infection,C1278797,Approved,,
Norfloxacin,DB01059,Acute osteomyelitis,C0158371,Approved,,
Norfloxacin,DB01059,Endomyometritis,C0269050,Approved,,
Norfloxacin,DB01059,Enteric campylobacteriosis,C0275982,Approved,,
Norfloxacin,DB01059,Chronic tubotympanic suppurative otitis media,C0155440,Approved,,
Amoxicillin,DB01060,pharyngitis due to Haemophilus influenzae,C2062475,Approved,,
Amoxicillin,DB01060,Staphylococcal pharyngitis,C0275794,Approved,,
Amoxicillin,DB01060,Helicobacter-associated gastritis,C0343378,Approved,,
Amoxicillin,DB01060,Staphylococcal tonsillitis,C0275793,Approved,,
Oxybutynin,DB01062,Neurogenic Urinary Bladder,C0005697,Approved,,
Isoprenaline,DB01064,Low Cardiac Output Syndrome,C0600177,Approved,,
Isoprenaline,DB01064,Atrioventricular Block,C0004245,Approved,,
Isoprenaline,DB01064,Hypovolemic Shock,C0020683,Approved,,
Clonazepam,DB01068,Epileptic drop attack,C0270846,Approved,,
Dihydrotachysterol,DB01070,Tetany,C0039621,Approved,,
Etidronic acid,DB01077,Heterotopic Ossification,C0029396,Approved,,
Vigabatrin,DB01080,West Syndrome,C0037769,Approved,,
Streptomycin,DB01082,Plague,C0032064,Approved,,
Streptomycin,DB01082,Endocarditis haemophilus,C0854528,Approved,,
Pilocarpine,DB01085,Xerostomia,C0043352,Approved,,
Benzocaine,DB01086,Tinea,C0040247,Approved,,
Oxamniquine,DB01096,Schistosomiasis,C0036323,Approved,,
Pimozide,DB01100,Gilles de la Tourette syndrome,C0040517,Approved,,
Sertraline,DB01104,Post-Traumatic Stress Disorder,C0038436,Approved,,
Trilostane,DB01108,Adrenal Gland Hyperfunction,C0001622,Approved,,
Heparin,DB01109,Non-Q wave myocardial infarction,C0542269,Approved,,
Heparin,DB01109,Disseminated Intravascular Coagulation,C0012739,Approved,,
Heparin,DB01109,Peripheral arterial embolism,C0564750,Approved,,
Colistimethate,DB01111,Enterobacter infection,C0948205,Approved,,
Colistimethate,DB01111,Pseudomonas aeruginosa infection,C0854135,Approved,,
Colistimethate,DB01111,Klebsiella Infections,C0022729,Approved,,
Cefuroxime,DB01112,Impetigo,C0021099,Approved,,
Cefuroxime,DB01112,Lyme Disease,C0024198,Approved,,
Papaverine,DB01113,Cerebral Ischemia,C0917798,Approved,,
Trimethaphan,DB01116,Hypertensive emergency,C0745136,Approved,,
Trimethaphan,DB01116,Pulmonary Edema,C0034063,Approved,,
Amiodarone,DB01118,Ventricular Fibrillation,C0042510,Approved,,
Diazoxide,DB01119,Hyperinsulinism,C0020459,Approved,,
Diazoxide,DB01119,insulinoma,C0021670,Approved,,
Diazoxide,DB01119,Nesidioblastosis,C0027773,Approved,,
Diazoxide,DB01119,Hypertensive emergency,C0745136,Approved,,
Ambenonium,DB01122,Myasthenia Gravis,C0026896,Approved,,
Sulfinpyrazone,DB01138,Chronic gouty arthritis,C0268108,Approved,,
Micafungin,DB01141,Septicemia candida,C0349009,Approved,,
Doxepin,DB01142,Severe major depression with psychotic features,C0270458,Approved,,
Diclofenamide,DB01144,Angle Closure Glaucoma,C0017605,Approved,,
Diclofenamide,DB01144,Secondary glaucoma,C0149893,Approved,,
Flavoxate,DB01148,Nocturia,C0028734,Approved,,
Flavoxate,DB01148,Urinary Incontinence,C0042024,Approved,,
Flavoxate,DB01148,Suprapubic pain,C0241310,Approved,,
Bupropion,DB01156,Seasonal Affective Disorder,C0085159,Approved,,
Bretylium,DB01158,Ventricular Fibrillation,C0042510,Approved,,
Dinoprost Tromethamine,DB01160,"Hydatidiform mole, benign",C0549315,Approved,,
Dinoprost Tromethamine,DB01160,Incomplete spontaneous abortion,C0000810,Approved,,
Calcium Chloride,DB01164,Hypermagnesemia,C0151714,Approved,,
Calcium Chloride,DB01164,Disorder of electrolytes,C1704431,Approved,,
Calcium Chloride,DB01164,Hypocalcemic tetany,C0151940,Approved,,
Ofloxacin,DB01165,Chronic tubotympanic suppurative otitis media,C0155440,Approved,,
Ofloxacin,DB01165,Enteric campylobacteriosis,C0275982,Approved,,
Ofloxacin,DB01165,Acute osteomyelitis,C0158371,Approved,,
Cilostazol,DB01166,Intermittent Claudication,C0021775,Approved,,
Itraconazole,DB01167,Onychomycosis of fingernails,C1274469,Approved,,
Itraconazole,DB01167,Fusariosis,C0276758,Approved,,
Itraconazole,DB01167,Blastomycosis,C0005716,Approved,,
Itraconazole,DB01167,Histoplasmosis,C0019655,Approved,,
Arsenic trioxide,DB01169,Acute myelomonocytic leukemia,C0023479,Approved,,
Podofilox,DB01179,Condylomata Acuminata,C0009663,Approved,,
Propafenone,DB01182,Paroxysmal atrial fibrillation,C0235480,Approved,,
Propafenone,DB01182,Paroxysmal atrial flutter,C0741292,Approved,,
Naloxone,DB01183,Poisoning by opiate analgesic drug,C0412850,Approved,,
Fluoxymesterone,DB01185,Noonan Syndrome,C0028326,Approved,,
Fluoxymesterone,DB01185,Cryptorchidism,C0010417,Approved,,
Fluoxymesterone,DB01185,Klinefelter Syndrome,C0022735,Approved,,
Fluoxymesterone,DB01185,Generalized Myotonia of Thomsen,C2936781,Approved,,
Clindamycin,DB01190,Gas gangrene caused by clostridium perfringens,C0343500,Approved,,
Clindamycin,DB01190,Septicemia due to anaerobes,C0152967,Approved,,
Clindamycin,DB01190,"Empyema, Pleural",C0014013,Approved,,
Clindamycin,DB01190,Bacterial Vaginosis,C0085166,Approved,,
Acebutolol,DB01193,Premature ventricular contractions,C0151636,Approved,,
Flecainide,DB01195,Paroxysmal atrial flutter,C0741292,Approved,,
Flecainide,DB01195,Paroxysmal atrial fibrillation,C0235480,Approved,,
Estramustine,DB01196,Prostatic Neoplasms,C0033578,Approved,,
Captopril,DB01197,Diabetic Nephropathy,C0011881,Approved,,
Bromocriptine,DB01200,Hyperprolactinemia,C0020514,Approved,,
Lomustine,DB01206,Brain Neoplasms,C0006118,Approved,,
Clarithromycin,DB01211,Pulmonary Mycobacterium avium complex infection,C2733595,Approved,,
Clarithromycin,DB01211,Helicobacter-associated gastritis,C0343378,Approved,,
Ceftriaxone,DB01212,Gonococcal endocarditis,C0153227,Approved,,
Ceftriaxone,DB01212,Septic arthritis haemophilus,C0860048,Approved,,
Ceftriaxone,DB01212,Meningitis due to Klebsiella mobilis,C1719906,Approved,,
Ceftriaxone,DB01212,Gonococcal meningitis,C0153225,Approved,,
Ceftriaxone,DB01212,"Arthritis, Bacterial",C1692886,Approved,,
Ceftriaxone,DB01212,Gonococcal joint infection,C0153216,Approved,,
Ceftriaxone,DB01212,Salmonella sepsis,C0152486,Approved,,
Ceftriaxone,DB01212,Haemophilus influenzae type b infection,C2028293,Approved,,
Fomepizole,DB01213,Accidental poisoning by methyl alcohol,C0261439,Approved,,
